Departamento|NombreAutoridad|Genero|Cargo|Partidos_Organizaciones|porcentaje
Santa Cruz|Gladys Llanos Ortuño|F|Concejal|MAS-IPSP|
Santa Cruz|Berman Mendoza |M|Concejal|DEMOCRATAS|
Santa Cruz|Sandra Olivia  Juchani Balcazar|F|Concejal|DEMOCRATAS|
Santa Cruz|Emeliana Calle Cayara|F|Concejal|MAS-IPSP|
Santa Cruz|Oscar Wilber Diaz Cuellar|M|Concejal|MAS-IPSP|
Santa Cruz|Carmen Rosa Rodriguez Suarez|F|Concejal|DEMOCRATAS|
Santa Cruz|Aquilino  Rojas Eslava|M|Concejal|DEMOCRATAS|
Santa Cruz|Margoth  Justiniano |F|Concejal|DEMOCRATAS|
Santa Cruz|Limbert  Vilchez Labrayo|M|Concejal|DEMOCRATAS|
Santa Cruz|Gregoria  Jancko Marino|F|Concejal|MAS-IPSP|
Santa Cruz|Carmelo Fernando  Porras Guardia|M|Concejal|MAS-IPSP|
Santa Cruz|Pura Herrera Pinto|F|Concejal|SOL|
Santa Cruz|Arturo Soliz Cespedes|M|Concejal|SOL|
Santa Cruz|Joaquin Antonio  Salazar Alvarez|M|Concejal|DEMOCRATAS|
Santa Cruz|Altagracia Rodriguez |F|Concejal|DEMOCRATAS|
Santa Cruz|Moira Alejandra Vaca Cuellar|F|Concejal|DEMOCRATAS|
Santa Cruz|Olver Pacheco Ardaya|M|Concejal|DEMOCRATAS|
Santa Cruz|Hernan Gutierrez Viveros|M|Concejal|UN|
Santa Cruz|Maria Astir Bazan Gutierrez|F|Concejal|UN|
Santa Cruz|Placido Baron Uyuquipa|M|Concejal|MAS-IPSP|
Santa Cruz|Reina Meza |F|Concejal|MAS-IPSP|
Santa Cruz|Adelaida Mamani Rodriguez|F|Concejal|VOCES|
Santa Cruz|Jorge Junior Morales Toledo|M|Concejal|VOCES|
Santa Cruz|Arturo Pacheco Caballero|M|Concejal|VOCES|
Santa Cruz|Claudia Salazar Michel|F|Concejal|VOCES|
Santa Cruz|Hilaria Abalos Mendoza|F|Concejal|MAS-IPSP|
Santa Cruz|Joselito Cuellar Eguez|M|Concejal|MAS-IPSP|
Santa Cruz|Rosmery Moron Montaño|F|Concejal|VOCES|
Santa Cruz|Fernando  Coca Orellana|M|Concejal|VOCES|
Santa Cruz|Fernando  Subirana Coimbra|M|Concejal|ASIP|
Santa Cruz|Luz Noemy Macias Pardo|F|Concejal|ASIP|
Santa Cruz|Ronald Jorge Figueroa Nogales|M|Concejal|VOCES|
Santa Cruz|Dalcy Condori Leaños|F|Concejal|VOCES|
Santa Cruz|Hernan  Hinojosa Rojas|M|Concejal|MAS-IPSP|
Santa Cruz|Karen Esther Calderon Encinas|F|Concejal|MAS-IPSP|
Santa Cruz|Visitasion Deisy Arteaga Avila|F|Concejal|VOCES|
Santa Cruz|Sergio Rivera Cuellar|M|Concejal|VOCES|
Santa Cruz|Ronald Burgos Coimbra|M|Concejal|VOCES|
Santa Cruz|Maria Delicia Menacho |F|Concejal|VOCES|
Santa Cruz|Marisol  Camacho Rodrigues|F|Concejal|MAS-IPSP|
Santa Cruz|Vicente Salinas Ramos|M|Concejal|MAS-IPSP|
Santa Cruz|Jessika Leidy Zabala Valle|F|Concejal|ASIP|
Santa Cruz|Juan Rivero Arancibia|M|Concejal|ASIP|
Santa Cruz|Efracia Arce |F|Concejal|MAS-IPSP|
Santa Cruz|Bonifacio  Espinoza Damian|M|Concejal|MAS-IPSP|
Santa Cruz|Elvis Ronald Callejas Bonilla|M|Concejal|DEMOCRATAS|
Santa Cruz|Jael Carmina Leaño Barrientos|F|Concejal|DEMOCRATAS|
Santa Cruz|Berman Melendres Rojas|M|Concejal|MAS-IPSP|
Santa Cruz|Teresa Ribera |F|Concejal|MAS-IPSP|
Santa Cruz|Yesica Peña Escobar|F|Concejal|DEMOCRATAS|
Santa Cruz|Rodolfo Vargas Morales|M|Concejal|DEMOCRATAS|
Santa Cruz|Aydee Santos |F|Concejal|MAS-IPSP|
Santa Cruz|David  Flores Cruz|M|Concejal|MAS-IPSP|
Santa Cruz|Marcelino  Garcia Pizarro|M|Concejal|DEMOCRATAS|
Santa Cruz|Mirtha Sandoval Conde|F|Concejal|DEMOCRATAS|
Santa Cruz|Virgilio  Figueroa Mamani|M|Concejal|MAS-IPSP|
Santa Cruz|Flavia Peña Valverde|F|Concejal|MAS-IPSP|
Santa Cruz|Gumercindo Perez Ribera|M|Concejal|MAS-IPSP|
Santa Cruz|Sandy Soledad Oropeza Beque|F|Concejal|MAS-IPSP|
Santa Cruz|Juana Jesus  Arauz |F|Concejal|PP|
Santa Cruz|Charly Ramiro Aparicio Arauz|M|Concejal|PP|
Santa Cruz|Luis Alberto Molina Rivero|M|Concejal|DEMOCRATAS|
Santa Cruz|Chela Morales Lecaro|F|Concejal|DEMOCRATAS|
Santa Cruz|Gabriela  Justiniano Zabala|F|Concejal|MAS-IPSP|
Santa Cruz|Victor  Sosa Cerezo|M|Concejal|MAS-IPSP|
Santa Cruz|Juan Pablo  Viveros Rojas|M|Concejal|PP|
Santa Cruz|Monica Cecilia Gomez Chavez|F|Concejal|PP|
Santa Cruz|Vidal Eduardo  Villa Lopez|M|Concejal|FE|
Santa Cruz|Margarita Perez Aguilar|F|Concejal|FE|
Santa Cruz|Benedicto  Choque Quispe|M|Concejal|MAS-IPSP|
Santa Cruz|Martha Medrano Gutierrez|F|Concejal|MAS-IPSP|
Santa Cruz|Adela  Castedo Balcazar|F|Concejal|PP|
Santa Cruz|Jose Sixto  Saucedo Sanchez|M|Concejal|PP|
Santa Cruz|Mary Ines  Justiniano Taboada|F|Concejal|DEMOCRATAS|
Santa Cruz|Francisco Javier  Vasquez Mejias|M|Concejal|DEMOCRATAS|
Santa Cruz|Ruth Vanessa  Uriona Miranda|F|Concejal|MAS-IPSP|
Santa Cruz|Franklin  Hinojosa Medina|M|Concejal|MAS-IPSP|
Santa Cruz|Aldo Luis Capobianco Peña|M|Concejal|PP|
Santa Cruz|Rosa Leny  Paz |F|Concejal|PP|
Santa Cruz|Filomena Perez Paco|F|Concejal|MAS-IPSP|
Santa Cruz|Eladio  Panique Panique|M|Concejal|MAS-IPSP|
Santa Cruz|Delia Nery Vaca |F|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Imer Suny  Palachai Sanchez|M|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Giovanna Pittary Sandoval|F|Concejal|SOL|
Santa Cruz|Hormando Arredondo Hipamo|M|Concejal|SOL|
Santa Cruz|Gualberto Quispe Condori|M|Concejal|MAS-IPSP|
Santa Cruz|Graciela  Hinojosa Guzman|F|Concejal|MAS-IPSP|
Santa Cruz|Ruben Dario Mercado Suarez|M|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Juana  Serrudo Torrez|F|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Tereza Prada Gutierrez|F|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Adan  Pizarro Cruz|M|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Ursula Cristina Mayser Rivero|F|Concejal|MNR|
Santa Cruz|Pascual  Tomicha Vaca|M|Concejal|MNR|
Santa Cruz|Maria Renee  Rodriguez Blacud|F|Concejal|MAS-IPSP|
Santa Cruz|Bonifacio  Flores Villca|M|Concejal|MAS-IPSP|
Santa Cruz|Fernando  Alvarez Camacho|M|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Isabel  Vaca Chamo|F|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Julio Roly  Franco Barba|M|Concejal|MNR|
Santa Cruz|Luz Marina Carbajal Mita|F|Concejal|MNR|
Santa Cruz|Rony  Roca Dorado|M|Concejal|MAS-IPSP|
Santa Cruz|Carolina  Ribera Vaca|F|Concejal|MAS-IPSP|
Santa Cruz|Adela Mendia |F|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Luis  Palli Trujillo|M|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Boris  Colombara Añez|M|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Ana Luisa Chavez Roca|F|Concejal|ALIANZA DEMOCRATAS|
Santa Cruz|Sirle Lucila  Leon Dorado|F|Concejal|MNR|
Santa Cruz|Severo Ramos Gomez|M|Concejal|MNR|
Santa Cruz|Celso Jovany Dorado Vaca|M|Concejal|MAS-IPSP|
Santa Cruz|Ana Maria Tacoo Laveran|F|Concejal|MAS-IPSP|
Santa Cruz|Dayan Arturo Middagh Vargas|M|Concejal|DEMOCRATAS|
Santa Cruz|Dionicia  Pizarro Guzman|F|Concejal|DEMOCRATAS|
Santa Cruz|Lidia  Yocochui Vaca|F|Concejal|MAS-IPSP|
Santa Cruz|Pedro  Castedo Poiqui|M|Concejal|MAS-IPSP|
Santa Cruz|Pastora Vitaliana Lopez Abrego|F|Concejal|DEMOCRATAS|
Santa Cruz|Elmar  Sevilla Soliz|M|Concejal|DEMOCRATAS|
Santa Cruz|Santo  Socore Tomicha|M|Concejal|MAS-IPSP|
Santa Cruz|Ceny Sandra Peis Laveran|F|Concejal|MAS-IPSP|
Santa Cruz|Mery  Dorado Saravia|F|Concejal|MNR|
Santa Cruz|Jorge Luis  Peña Taborga|M|Concejal|MNR|
Santa Cruz|Estela Mauricia  Tomicha Surubi|F|Concejal|MAS-IPSP|
Santa Cruz|Richard Gervacio  Rodriguez Villarroel|M|Concejal|MAS-IPSP|
Santa Cruz|Veronica Sinforosa Dorado Stelzer|F|Concejal|DEMOCRATAS|
Santa Cruz|Braulio  Languidey Silva|M|Concejal|DEMOCRATAS|
Santa Cruz|Jorge  Simon Saravia|M|Concejal|MNR|
Santa Cruz|Francisca Veronica  Vaca Justiniano|F|Concejal|MNR|
Santa Cruz|Wilson Maicon  Vaca Languidey|M|Concejal|MAS-IPSP|
Santa Cruz|Blanca Manuela Pedraza Cuyati|F|Concejal|MAS-IPSP|
Santa Cruz|Sonia  Tuero Vaca|F|Concejal|DEMOCRATAS|
Santa Cruz|Pelayo  Daza Garcia|M|Concejal|DEMOCRATAS|
Santa Cruz|Fortunato  Sandoval |M|Concejal|DEMOCRATAS|
Santa Cruz|Alina  Vaca Montero|F|Concejal|DEMOCRATAS|
Santa Cruz|Ignacio  Villazon Yucra|M|Concejal|MAS-IPSP|
Santa Cruz|Juana Delicia Moreno Mercado|F|Concejal|MAS-IPSP|
Santa Cruz|Kity  Justiniano Vaca|F|Concejal|DEMOCRATAS|
Santa Cruz|Marwin  Soria Paz|M|Concejal|DEMOCRATAS|
Santa Cruz|Luis Fernando  Gutierrez Cabrera|M|Concejal|FE|
Santa Cruz|Nilda Miranda Yevara|F|Concejal|FE|
Santa Cruz|Rolando  Parada Chavez|M|Concejal|DEMOCRATAS|
Santa Cruz|Rosario  Gutierrez Rioja|F|Concejal|DEMOCRATAS|
Santa Cruz|Felicidad Marioli Mogro Mondaque|F|Concejal|MAS-IPSP|
Santa Cruz|Timoteo  Meneses Lea |M|Concejal|MAS-IPSP|
Santa Cruz|Yanine  Yañez Verazain|F|Concejal|DEMOCRATAS|
Santa Cruz|Mario  Maturano Machicado|M|Concejal|DEMOCRATAS|
Santa Cruz|Daniel  Arauz Saavedra|M|Concejal|DEMOCRATAS|
Santa Cruz|Sofia  Justiniano Negrete|F|Concejal|DEMOCRATAS|
Santa Cruz|Ambrosio  Orellana Almanza|M|Concejal|MAS-IPSP|
Santa Cruz|Justa  Veliz Guarachi|F|Concejal|MAS-IPSP|
Santa Cruz|Nilda  Mamani Sandoval|F|Concejal|DEMOCRATAS|
Santa Cruz|Roly  Mamani Montero|M|Concejal|DEMOCRATAS|
Santa Cruz|Leandra  Lopez Sejas|F|Concejal|MAS-IPSP|
Santa Cruz|Samuel  Flores Lozano|M|Concejal|MAS-IPSP|
Santa Cruz|Luis  Laime Arancibia|M|Concejal|MAS-IPSP|
Santa Cruz|Maria  Hinojosa Espinoza|F|Concejal|MAS-IPSP|
Santa Cruz|Paulina  Sanchez Ramos|F|Concejal|MAS-IPSP|
Santa Cruz|Elias  Apaza Vera |M|Concejal|MAS-IPSP|
Santa Cruz|Feliciano  Cruz Gonzales|M|Concejal|NPC|
Santa Cruz|Bertha  Tellez Jimenez|F|Concejal|NPC|
Santa Cruz|Liberato  Torrez Saygua|M|Concejal|MAS-IPSP|
Santa Cruz|Sandra Rosalba  Reynaga Suarez|F|Concejal|MAS-IPSP|
Santa Cruz|Jimena  Soliz Cosme|F|Concejal|MAS-IPSP|
Santa Cruz|Domingo Pedro Villarroel Lopez|M|Concejal|MAS-IPSP|
Santa Cruz|Cirilo  Sonabi Cruz|M|Concejal|DEMOCRATAS|
Santa Cruz|Delia  Castro Albornoz|F|Concejal|DEMOCRATAS|
Santa Cruz|Margarita  Fajardo Cruz|F|Concejal|NPC|
Santa Cruz|Mario  Mendieta Mamani|M|Concejal|NPC|
Santa Cruz|Quintin  Mamani Ticona|M|Concejal|MAS-IPSP|
Santa Cruz|Elvira  Reynaga Mamani|F|Concejal|MAS-IPSP|
Santa Cruz|Marilin Elva Machaca Moya|F|Concejal|MAS-IPSP|
Santa Cruz|Mario  Rivera Coraje|M|Concejal|MAS-IPSP|
Santa Cruz|Freddy Mendez Maya|M|Concejal|MAS-IPSP|
Santa Cruz|Juana  Chambi Mejia |F|Concejal|MAS-IPSP|
Santa Cruz|Reina  Torrez Gonzales|F|Concejal|SAN JUAN XXI|
Santa Cruz|Oscar  Flores Catari|M|Concejal|SAN JUAN XXI|
Santa Cruz|Maria  Padilla Contreras|F|Concejal|DEMOCRATAS|
Santa Cruz|Adrian  Lopez Toconas|M|Concejal|DEMOCRATAS|
Santa Cruz|Gregoria Viviana Velasquez Vasquez|F|Concejal|MAS-IPSP|
Santa Cruz|Andrez Velasquez Perez|M|Concejal|MAS-IPSP|
Santa Cruz|Efrain Melgarejo Escalante|M|Concejal|SAN JUAN XXI|
Santa Cruz|Margarita Ribera |F|Concejal|SAN JUAN XXI|
Santa Cruz|Maria Isabel  Panoso Villarroel|F|Concejal|DEMOCRATAS|
Santa Cruz|Hugo Morales Ferrufino|M|Concejal|DEMOCRATAS|
Santa Cruz|Susana  Vaca Peña|F|Concejal|MAS-IPSP|
Santa Cruz|Luis Roberto  Flores Orellana|M|Concejal|MAS-IPSP|
Santa Cruz|Flavio Ulises Pesoa Justiniano|M|Concejal|DEMOCRATAS|
Santa Cruz|Carmela Karolina  Koch Roman|F|Concejal|DEMOCRATAS|
Santa Cruz|Maximo  Montaño Lara|M|Concejal|MAS-IPSP|
Santa Cruz|Sonia  Relaja Justiniano|F|Concejal|MAS-IPSP|
Santa Cruz|Ana Consuelo  Vargas Suarez|F|Concejal|DEMOCRATAS|
Santa Cruz|Leoncio  Yorruri Taseo|M|Concejal|DEMOCRATAS|
Santa Cruz|Ronald  Zeballos Roca|M|Concejal|DEMOCRATAS|
Santa Cruz|Linzay  Abrego Dorado|F|Concejal|DEMOCRATAS|
Santa Cruz|Maria Luisa  Coria Poiqui|F|Concejal|MAS-IPSP|
Santa Cruz|Candidato Inhabilitado  ||Concejal|MAS-IPSP|
Santa Cruz|Maria Del Rosario  Santander Moscoso|F|Concejal|DEMOCRATAS|
Santa Cruz|Raul  Dorado Gonzales|M|Concejal|DEMOCRATAS|
Santa Cruz|Mirtha  Roca Saenz|F|Concejal|TPR|
Santa Cruz|Alexander  Serrate Gericke|M|Concejal|TPR|
Santa Cruz|Octavio  Gutierrez Silva|M|Concejal|DEMOCRATAS|
Santa Cruz|Denny  Sevilla Menacho|F|Concejal|DEMOCRATAS|
Santa Cruz|Santiago  Rivas Castro|M|Concejal|TPR|
Santa Cruz|Gleny Carvalho |F|Concejal|TPR|
Santa Cruz|Carlos  Cesari Rivero|M|Concejal|DEMOCRATAS|
Santa Cruz|Candidata Inhabilitada  ||Concejal|DEMOCRATAS|
Santa Cruz|Mariza Mactalia  Flores Peñarrieta|F|Concejal|TPR|
Santa Cruz|Bilsse Lorgio  Rojas Frias|F|Concejal|TPR|
Santa Cruz|Elmer Pastor  Sarabia Rivero|M|Concejal|MNR|
Santa Cruz|Raquel  Julio Altieri|F|Concejal|MNR|
Santa Cruz|Alberto  Perez Chavarria|M|Concejal|MAS-IPSP|
Santa Cruz|Rossvany Giorgetti Menacho |F|Concejal|MAS-IPSP|
Santa Cruz|Facundo Cuellar Cuellar Torrico|M|Concejal|MNR|
Santa Cruz|Maria Angela Socore Tomicha|F|Concejal|MNR|
Santa Cruz|Wilmabel Rios Rios Aguirre|M|Concejal|MAS-IPSP|
Santa Cruz|Darwin Weidman Carvajal Aguirre|M|Concejal|MAS-IPSP|
Santa Cruz|Arlene  Ceron Flores|F|Concejal|ASIP|
Santa Cruz|Marco Antonio  Saucedo Paraba|M|Concejal|ASIP|
Santa Cruz|Anelice  Bauer Hurtado|F|Concejal|IPC|
Santa Cruz|Javier  Retamozo Tapia|M|Concejal|IPC|
Santa Cruz|Ramiro  Claros Prado|M|Concejal|MAS-IPSP|
Santa Cruz|Rebeca  Etacore Nurumini|F|Concejal|MAS-IPSP|
Santa Cruz|Jessica Muriel  Justiniano Gutierrez|F|Concejal|MNR|
Santa Cruz|Raul  Galvez Amador|M|Concejal|MNR|
Santa Cruz|Diana Carolina Parada Vaca|F|Concejal|DEMOCRATAS|
Santa Cruz|Jose Claudio  Severich Moreno|M|Concejal|DEMOCRATAS|
Santa Cruz|Milixa Karen Antelo |F|Concejal|SOL|
Santa Cruz|Dario Wilmer Rivero Soliz|M|Concejal|SOL|
Santa Cruz|Jorge  Mercado Subirana|M|Concejal|DEMOCRATAS|
Santa Cruz|Felicia  Soliz Justiniano|F|Concejal|DEMOCRATAS|
Santa Cruz|Pastor  Antelo Sosa|M|Concejal|SOL|
Santa Cruz|Maria Ricci Cuellar Ortiz|F|Concejal|SOL|
Santa Cruz|Veronica Castro Pestaña|F|Concejal|DEMOCRATAS|
Santa Cruz|Jose Usen  Rodriguez Montero|M|Concejal|DEMOCRATAS|
Santa Cruz|Wilder  Chura Mamani|M|Concejal|MAS-IPSP|
Santa Cruz|Mirian  Miranda Anachuri|F|Concejal|MAS-IPSP|
Santa Cruz|Ivo Fernando Canido Vasquez|M|Concejal|DEMOCRATAS|
Santa Cruz|Petrona Franco Duran|F|Concejal|DEMOCRATAS|
Santa Cruz|Yolanda  Duran Gutierres|F|Concejal|MAS-IPSP|
Santa Cruz|Rolim  Aguilera Peredo|M|Concejal|MAS-IPSP|
Santa Cruz|Walter  Flores Choque|M|Concejal|MAS-IPSP|
Santa Cruz|Maria Isabel  Cespedes Paz|F|Concejal|MAS-IPSP|
Santa Cruz|Margoth  Vaca Suarez|F|Concejal|FE|
Santa Cruz|Ricardo  Rivero Roca|M|Concejal|FE|
Santa Cruz|Jose Maria  Tayarapo Saucedo|M|Concejal|SOL|
Santa Cruz|Virginia  Cuellar |F|Concejal|SOL|
Santa Cruz|Carola  Velasquez Felippe|F|Concejal|CTC|
Santa Cruz|Mustafa  Felippe Roca|M|Concejal|CTC|
Santa Cruz|Maria Luisa  Choque Ventura|F|Concejal|MAS-IPSP|
Santa Cruz|Macario  Salinas Fernandez|M|Concejal|MAS-IPSP|
Santa Cruz|Juan  Ibarra Quispe|M|Concejal|MAS-IPSP|
Santa Cruz|Maria Eliana  Cruz Lazarte|F|Concejal|MAS-IPSP|
Santa Cruz|Rosario  Condo Caballero|F|Concejal|NPC|
Santa Cruz|Juan Carlos Rivero Silva|M|Concejal|NPC|
Santa Cruz|Dolores  Chavez Masai|F|Concejal|SOL|
Santa Cruz|Raul  Zeballos Dominguez|M|Concejal|SOL|
Santa Cruz|Elsa  Sanchez Romero|F|Concejal|MAS-IPSP|
Santa Cruz|Beltran  Borja Chavez|M|Concejal|MAS-IPSP|
Santa Cruz|Antonio  Salazar Reyes|M|Concejal|NPC|
Santa Cruz|Margarita  Montero |F|Concejal|NPC|
Santa Cruz|Sarely  Mendez Vaca|F|Concejal|DEMOCRATAS|
Santa Cruz|Oscar Alberto Vadillo Pinto|M|Concejal|DEMOCRATAS|
Santa Cruz|Silvio  Aramayo Cruz|M|Concejal|NPC|
Santa Cruz|Bartolina  Rueda Sanchez|F|Concejal|NPC|
Santa Cruz|Emanuel  Rojas Garcia|M|Concejal|MAS-IPSP|
Santa Cruz|Deisy  Marcos Claros|F|Concejal|MAS-IPSP|
Santa Cruz|Wilson Jaime  Meneses Santander|M|Concejal|DEMOCRATAS|
Santa Cruz|Sandra  Narvaez Carrasco|F|Concejal|DEMOCRATAS|
Santa Cruz|Sergio  Boresay Duran|M|Concejal|ASIP|
Santa Cruz|Teofila  Lino Garcia|F|Concejal|ASIP|
Santa Cruz|Paola  Iretu Chavez|F|Concejal|NPC|
Santa Cruz|Jorge Alfredo  Salas Guachalla|M|Concejal|NPC|
Santa Cruz|Arturo Pedro  Lira Barba|M|Concejal|MAS-IPSP|
Santa Cruz|Doris Ludmila  Gonzales Alanoca|F|Concejal|MAS-IPSP|
Santa Cruz|Mary Cruz  Barba Lopez|F|Concejal|DEMOCRATAS|
Santa Cruz|Luis  Rocha Mendez|M|Concejal|DEMOCRATAS|
Santa Cruz|Silvia Eugenia  Canda Baldivieso|F|Concejal|MAS-IPSP|
Santa Cruz|Ronal Andres  Caraica |M|Concejal|MAS-IPSP|
Santa Cruz|Rene  Arriaga Yambae|M|Concejal|DEMOCRATAS|
Santa Cruz|Delina  Sullca Ayllon|F|Concejal|DEMOCRATAS|
Santa Cruz|Justo  Mamani Rivero|M|Concejal|MAS-IPSP|
Santa Cruz|Fanny Medina Iyambae|F|Concejal|MAS-IPSP|
Santa Cruz|Lidia Roca Sayuma|F|Concejal|DEMOCRATAS|
Santa Cruz|Hermenegildo  Espinoza Vayaregua|M|Concejal|DEMOCRATAS|
Santa Cruz|Juana  Rodriguez Marquez|F|Concejal|MAS-IPSP|
Santa Cruz|Javier  Sanchez Guarey|M|Concejal|MAS-IPSP|
Santa Cruz|Frank Yahir  Banegas Flores|M|Concejal|DEMOCRATAS|
Santa Cruz|Veronica  Rocha Galviz|F|Concejal|DEMOCRATAS|
Santa Cruz|Marcelino  Perez Solar|M|Concejal|MAS-IPSP|
Santa Cruz|Jhenny Guerra Paniagua|F|Concejal|MAS-IPSP|
Santa Cruz|Higinio Coca Guareray|M|Concejal|ASIP|
Santa Cruz|Hilda  Barrientos |F|Concejal|ASIP|
Santa Cruz|Veronica Consuelo Castro Quiroga|F|Concejal|DEMOCRATAS|
Santa Cruz|Juan Francisco  Landivar Barrientos|M|Concejal|DEMOCRATAS|
Santa Cruz|Fernanda  Coronado |F|Concejal|MAS-IPSP|
Santa Cruz|Felix  Fernandez Ocampo|M|Concejal|MAS-IPSP|
Santa Cruz|Rosa Janeth Mamani Aricuma|F|Concejal|ASIP|
Santa Cruz|Ramiro Serrudo Rosado|M|Concejal|ASIP|
Santa Cruz|Ruben  Villalba Sustachi|M|Concejal|DEMOCRATAS|
Santa Cruz|Rosse Mary Cabrera Barja|F|Concejal|DEMOCRATAS|
Santa Cruz|Maria Elena  Hidalgo |F|Concejal|DEMOCRATAS|
Santa Cruz|Julio  Laura Benitez|M|Concejal|DEMOCRATAS|
Santa Cruz|Leonardo  Alarcon Romero|M|Concejal|MAS-IPSP|
Santa Cruz|Freddy  Fernandez Herrera|M|Concejal|MAS-IPSP|
Santa Cruz|David  Jarillo Corrales|M|Concejal|DEMOCRATAS|
Santa Cruz|Veronica  Robles Rendon|F|Concejal|DEMOCRATAS|
Santa Cruz|Maria Eugenia  Gonzales Perocio|F|Concejal|DEMOCRATAS|
Santa Cruz|Rider  Ordoñez Molina|M|Concejal|DEMOCRATAS|
Santa Cruz|Bertha Bethy  Lavarden |F|Concejal|MAS-IPSP|
Santa Cruz|Victoria  Acharare Callejas|F|Concejal|MAS-IPSP|
Santa Cruz|Alfredo  Dominguez Segundo|M|Concejal|DEMOCRATAS|
Santa Cruz|Ely  Zarate Velasquez|F|Concejal|DEMOCRATAS|
Santa Cruz|Beatriz  Papu |F|Concejal|DEMOCRATAS|
Santa Cruz|Wilson Isidro  Cuellar |M|Concejal|DEMOCRATAS|
Santa Cruz|Ovidio  Callejas Coca|M|Concejal|MAS-IPSP|
Santa Cruz|Elvira  Irazavi Camai|F|Concejal|MAS-IPSP|
Santa Cruz|Mario Miguel  Parindare |M|Concejal|DEMOCRATAS|
Santa Cruz|Delmira  Azurduy Robles|F|Concejal|DEMOCRATAS|
Santa Cruz|Elidet Ruth  Mercado Candapuri|F|Concejal|DEMOCRATAS|
Santa Cruz|Erwin  Mendez Dominguez|M|Concejal|DEMOCRATAS|
Santa Cruz|Carlos  Gambarte Guereca|M|Concejal|MAS-IPSP|
Santa Cruz|Elda Alicia  Endara Ibañez|F|Concejal|MAS-IPSP|
Santa Cruz|Richard  Moreno Saavedra|M|Concejal|DEMOCRATAS|
Santa Cruz|Carolina Nayeth  Vargas Hoyos|F|Concejal|DEMOCRATAS|
Santa Cruz|Wilma Patricia  Medina Corcuy|F|Concejal|MAS-IPSP|
Santa Cruz|Guido Alberto  Soria Ortuño|M|Concejal|MAS-IPSP|
Santa Cruz|Goldy  Ruiz Carvallo|F|Concejal|DEMOCRATAS|
Santa Cruz|Erwin Ricardo  Espinoza Rada|M|Concejal|DEMOCRATAS|
Santa Cruz|Carlos  Arispe Romero|M|Concejal|MAS-IPSP|
Santa Cruz|Ruth Dalba  Simoni Castellon|F|Concejal|MAS-IPSP|
Santa Cruz|Carlos Wilmar  Hoyos Gallardo|M|Concejal|DEMOCRATAS|
Santa Cruz|Mayra Darinka  Cabrita Mendez|F|Concejal|DEMOCRATAS|
Santa Cruz|Filomena Sofia  Aguirre Villca|F|Concejal|MAS-IPSP|
Santa Cruz|Vidal  Toledo Zorrilla|M|Concejal|MAS-IPSP|
Santa Cruz|Ivanna  Mendizabal Acebo|F|Concejal|MAS-IPSP|
Santa Cruz|Erlan Yamil  Gonzales Arancibia|M|Concejal|MAS-IPSP|
Santa Cruz|Edson Gabriel  Rios |M|Concejal|MNR|
Santa Cruz|Gloria  Osinaga Nieto|F|Concejal|MNR|
Santa Cruz|Hilda  Ordoñez Vilte|F|Concejal|DEMOCRATAS|
Santa Cruz|Pedro  Moreno Aramayo|M|Concejal|DEMOCRATAS|
Santa Cruz|Martin  Chavez Crespo|M|Concejal|MAS-IPSP|
Santa Cruz|Justina  Galarza Gomez|F|Concejal|MAS-IPSP|
Santa Cruz|Ninoska Sabina  Rivera Castro|F|Concejal|MNR|
Santa Cruz|Eliseo  Mercado Velasquez|M|Concejal|MNR|
Santa Cruz|Gary Charlie  Rodriguez Duran|M|Concejal|DEMOCRATAS|
Santa Cruz|Elvira  Severiche Duran|F|Concejal|DEMOCRATAS|
Santa Cruz|Erick  Severiche Caballero|M|Concejal|MAS-IPSP|
Santa Cruz|Alejandrina  Flores |F|Concejal|MAS-IPSP|
Santa Cruz|Maria Magaly Moron Flores|F|Concejal|DEMOCRATAS|
Santa Cruz|Carlos  Peña Sanchez|M|Concejal|DEMOCRATAS|
Santa Cruz|Jose Luis  Sandoval Guzman|M|Concejal|DEMOCRATAS|
Santa Cruz|Liset Menacho Gutierrez|F|Concejal|DEMOCRATAS|
Santa Cruz|Maritza Isabel  Calani Oña|F|Concejal|MAS-IPSP|
Santa Cruz|Luis  Zabala Chavez|M|Concejal|MAS-IPSP|
Santa Cruz|Clara Ines  Martinez Zambrana|F|Concejal|DEMOCRATAS|
Santa Cruz|Erwin Alberto  Camacho Avalos|M|Concejal|DEMOCRATAS|
Santa Cruz|Moises Warnes Torrico|M|Concejal|DEMOCRATAS|
Santa Cruz|Marlene Rocio Carrasco Galviz|F|Concejal|DEMOCRATAS|
Santa Cruz|Carmen  Rivera Costas|F|Concejal|DEMOCRATAS|
